"","Economy","Region","Parameter","Rank"
"1805","Seychelles",NA,"Enforcing.Contracts",130
"1806","Kuwait","Middle East and Northern Africa","Enforcing.Contracts",73
"1807","Guatemala","Latin America and Caribbean","Enforcing.Contracts",176
"1808","Dominica",NA,"Enforcing.Contracts",79
"1809","Dominican Republic","Latin America and Caribbean","Enforcing.Contracts",136
"1810","India","Southern Asia","Enforcing.Contracts",164
"1811","Fiji",NA,"Enforcing.Contracts",89
"1812","Trinidad and Tobago","Latin America and Caribbean","Enforcing.Contracts",173
"1813","Jordan","Middle East and Northern Africa","Enforcing.Contracts",118
"1814","Lesotho","Sub-Saharan Africa","Enforcing.Contracts",95
"1815","Nepal","Southern Asia","Enforcing.Contracts",153
"1816","Namibia",NA,"Enforcing.Contracts",59
"1817","Antigua and Barbuda",NA,"Enforcing.Contracts",33
"1818","Paraguay","Latin America and Caribbean","Enforcing.Contracts",70
"1819","Papua New Guinea",NA,"Enforcing.Contracts",171
"1820","Malawi","Sub-Saharan Africa","Enforcing.Contracts",151
"1821","Sri Lanka","Southern Asia","Enforcing.Contracts",165
"1822","Swaziland","Sub-Saharan Africa","Enforcing.Contracts",169
"1823","Philippines","Southeastern Asia","Enforcing.Contracts",149
"1824","West Bank and Gaza",NA,"Enforcing.Contracts",124
"1825","Honduras","Latin America and Caribbean","Enforcing.Contracts",152
"1826","Solomon Islands",NA,"Enforcing.Contracts",156
"1827","Argentina","Latin America and Caribbean","Enforcing.Contracts",102
"1828","Ecuador","Latin America and Caribbean","Enforcing.Contracts",75
"1829","Bahamas, The",NA,"Enforcing.Contracts",74
"1830","Ghana","Sub-Saharan Africa","Enforcing.Contracts",116
"1831","Belize",NA,"Enforcing.Contracts",132
"1832","Uganda","Sub-Saharan Africa","Enforcing.Contracts",64
"1833","Tajikistan","Central and Eastern Europe","Enforcing.Contracts",54
"1834","Iran, Islamic Rep.",NA,"Enforcing.Contracts",80
"1835","Brazil","Latin America and Caribbean","Enforcing.Contracts",47
"1836","Guyana",NA,"Enforcing.Contracts",93
"1837","Cabo Verde",NA,"Enforcing.Contracts",43
"1838","Egypt, Arab Rep.",NA,"Enforcing.Contracts",160
"1839","St. Vincent and the Grenadines",NA,"Enforcing.Contracts",53
"1840","Palau",NA,"Enforcing.Contracts",126
"1841","Nicaragua","Latin America and Caribbean","Enforcing.Contracts",87
"1842","Barbados",NA,"Enforcing.Contracts",167
"1843","Lebanon","Middle East and Northern Africa","Enforcing.Contracts",134
"1844","St. Kitts and Nevis",NA,"Enforcing.Contracts",50
"1845","Cambodia","Southeastern Asia","Enforcing.Contracts",179
"1846","Maldives",NA,"Enforcing.Contracts",106
"1847","Tanzania","Sub-Saharan Africa","Enforcing.Contracts",58
"1848","Mozambique","Sub-Saharan Africa","Enforcing.Contracts",184
"1849","Côte d'Ivoire",NA,"Enforcing.Contracts",101
"1850","Senegal","Sub-Saharan Africa","Enforcing.Contracts",142
"1851","Lao PDR",NA,"Enforcing.Contracts",97
"1852","Grenada",NA,"Enforcing.Contracts",76
"1853","Mali","Sub-Saharan Africa","Enforcing.Contracts",159
"1854","Niger","Sub-Saharan Africa","Enforcing.Contracts",137
"1855","Nigeria","Sub-Saharan Africa","Enforcing.Contracts",96
"1856","Gambia, The",NA,"Enforcing.Contracts",107
"1857","Pakistan","Southern Asia","Enforcing.Contracts",156
"1858","Burkina Faso","Sub-Saharan Africa","Enforcing.Contracts",163
"1859","Marshall Islands",NA,"Enforcing.Contracts",99
"1860","Mauritania","Sub-Saharan Africa","Enforcing.Contracts",65
"1861","Benin","Sub-Saharan Africa","Enforcing.Contracts",170
"1862","Bolivia","Latin America and Caribbean","Enforcing.Contracts",109
"1863","Guinea","Sub-Saharan Africa","Enforcing.Contracts",117
"1864","Djibouti","Sub-Saharan Africa","Enforcing.Contracts",175
"1865","Micronesia, Fed. Sts.",NA,"Enforcing.Contracts",183
"1866","Togo","Sub-Saharan Africa","Enforcing.Contracts",143
"1867","Kiribati",NA,"Enforcing.Contracts",121
"1868","Comoros","Sub-Saharan Africa","Enforcing.Contracts",180
"1869","Zimbabwe","Sub-Saharan Africa","Enforcing.Contracts",166
"1870","Sierra Leone","Sub-Saharan Africa","Enforcing.Contracts",100
"1871","Ethiopia","Sub-Saharan Africa","Enforcing.Contracts",68
"1872","Madagascar","Sub-Saharan Africa","Enforcing.Contracts",158
"1873","Cameroon","Sub-Saharan Africa","Enforcing.Contracts",162
"1874","Burundi","Sub-Saharan Africa","Enforcing.Contracts",150
"1875","Suriname","Latin America and Caribbean","Enforcing.Contracts",187
"1876","Algeria","Middle East and Northern Africa","Enforcing.Contracts",103
"1877","Gabon","Sub-Saharan Africa","Enforcing.Contracts",178
"1878","Iraq","Middle East and Northern Africa","Enforcing.Contracts",144
"1879","São Tomé and Príncipe",NA,"Enforcing.Contracts",185
"1880","Sudan","Sub-Saharan Africa","Enforcing.Contracts",146
"1881","Myanmar","Southeastern Asia","Enforcing.Contracts",188
"1882","Liberia","Sub-Saharan Africa","Enforcing.Contracts",174
"1883","Equatorial Guinea",NA,"Enforcing.Contracts",104
"1884","Syrian Arab Republic",NA,"Enforcing.Contracts",161
"1885","Angola","Sub-Saharan Africa","Enforcing.Contracts",186
"1886","Guinea-Bissau",NA,"Enforcing.Contracts",168
"1887","Bangladesh","Southern Asia","Enforcing.Contracts",189
"1888","Timor-Leste",NA,"Enforcing.Contracts",190
"1889","Congo, Rep.",NA,"Enforcing.Contracts",155
"1890","Chad","Sub-Saharan Africa","Enforcing.Contracts",154
"1891","Haiti","Latin America and Caribbean","Enforcing.Contracts",125
"1892","Congo, Dem. Rep.",NA,"Enforcing.Contracts",172
"1893","Afghanistan","Southern Asia","Enforcing.Contracts",181
"1894","Central African Republic","Sub-Saharan Africa","Enforcing.Contracts",182
"1895","Libya","Middle East and Northern Africa","Enforcing.Contracts",141
"1896","Yemen, Rep.",NA,"Enforcing.Contracts",140
"1897","South Sudan",NA,"Enforcing.Contracts",81
"1898","Venezuela, RB",NA,"Enforcing.Contracts",147
"1899","Eritrea",NA,"Enforcing.Contracts",119
"1900","Somalia",NA,"Enforcing.Contracts",110
"1901","New Zealand","Australia and New Zealand","Resolving.Insolvency",32
"1902","Singapore","Southeastern Asia","Resolving.Insolvency",27
"1903","Denmark","Western Europe","Resolving.Insolvency",7
"1904","Korea, Rep.",NA,"Resolving.Insolvency",5
"1905","Hong Kong SAR, China",NA,"Resolving.Insolvency",43
"1906","United States","North America","Resolving.Insolvency",3
"1907","United Kingdom","Western Europe","Resolving.Insolvency",14
"1908","Norway","Western Europe","Resolving.Insolvency",6
"1909","Georgia","Central and Eastern Europe","Resolving.Insolvency",57
"1910","Sweden","Western Europe","Resolving.Insolvency",16
"1911","Macedonia, FYR",NA,"Resolving.Insolvency",30
"1912","Estonia","Central and Eastern Europe","Resolving.Insolvency",44
"1913","Finland","Western Europe","Resolving.Insolvency",2
"1914","Australia","Australia and New Zealand","Resolving.Insolvency",18
"1915","Taiwan, China",NA,"Resolving.Insolvency",20
"1916","Lithuania","Central and Eastern Europe","Resolving.Insolvency",70
"1917","Ireland","Western Europe","Resolving.Insolvency",17
"1918","Canada","North America","Resolving.Insolvency",11
"1919","Latvia","Central and Eastern Europe","Resolving.Insolvency",53
"1920","Germany","Western Europe","Resolving.Insolvency",4
"1921","United Arab Emirates","Middle East and Northern Africa","Resolving.Insolvency",69
"1922","Austria","Western Europe","Resolving.Insolvency",23
"1923","Iceland","Western Europe","Resolving.Insolvency",13
"1924","Malaysia","Southeastern Asia","Resolving.Insolvency",46
"1925","Mauritius","Sub-Saharan Africa","Resolving.Insolvency",36
"1926","Thailand","Southeastern Asia","Resolving.Insolvency",26
"1927","Poland","Central and Eastern Europe","Resolving.Insolvency",22
"1928","Spain","Western Europe","Resolving.Insolvency",19
"1929","Portugal","Western Europe","Resolving.Insolvency",15
"1930","Czech Republic","Central and Eastern Europe","Resolving.Insolvency",25
"1931","France","Western Europe","Resolving.Insolvency",28
"1932","Netherlands","Western Europe","Resolving.Insolvency",8
"1933","Switzerland","Western Europe","Resolving.Insolvency",45
"1934","Japan","Eastern Asia","Resolving.Insolvency",1
"1935","Russian Federation",NA,"Resolving.Insolvency",54
"1936","Kazakhstan","Central and Eastern Europe","Resolving.Insolvency",39
"1937","Slovenia","Central and Eastern Europe","Resolving.Insolvency",10
"1938","Belarus","Central and Eastern Europe","Resolving.Insolvency",68
"1939","Slovak Republic",NA,"Resolving.Insolvency",42
"1940","Kosovo","Central and Eastern Europe","Resolving.Insolvency",49
"1941","Rwanda","Sub-Saharan Africa","Resolving.Insolvency",78
"1942","Montenegro","Central and Eastern Europe","Resolving.Insolvency",37
"1943","Serbia","Central and Eastern Europe","Resolving.Insolvency",48
"1944","Moldova","Central and Eastern Europe","Resolving.Insolvency",65
"1945","Romania","Central and Eastern Europe","Resolving.Insolvency",51
"1946","Italy","Western Europe","Resolving.Insolvency",24
"1947","Armenia","Central and Eastern Europe","Resolving.Insolvency",97
"1948","Hungary","Central and Eastern Europe","Resolving.Insolvency",62
"1949","Mexico","Latin America and Caribbean","Resolving.Insolvency",31
"1950","Bulgaria","Central and Eastern Europe","Resolving.Insolvency",50
"1951","Croatia","Central and Eastern Europe","Resolving.Insolvency",60
"1952","Belgium","Western Europe","Resolving.Insolvency",11
"1953","Cyprus","Western Europe","Resolving.Insolvency",21
"1954","Israel","Middle East and Northern Africa","Resolving.Insolvency",29
"1955","Chile","Latin America and Caribbean","Resolving.Insolvency",52
"1956","Brunei Darussalam",NA,"Resolving.Insolvency",60
"1957","Azerbaijan","Central and Eastern Europe","Resolving.Insolvency",47
"1958","Peru","Latin America and Caribbean","Resolving.Insolvency",84
"1959","Colombia","Latin America and Caribbean","Resolving.Insolvency",33
"1960","Turkey","Middle East and Northern Africa","Resolving.Insolvency",139
"1961","Costa Rica","Latin America and Caribbean","Resolving.Insolvency",131
"1962","Mongolia","Eastern Asia","Resolving.Insolvency",93
"1963","Luxembourg","Western Europe","Resolving.Insolvency",86
"1964","Puerto Rico (U.S.)",NA,"Resolving.Insolvency",9
"1965","Albania","Central and Eastern Europe","Resolving.Insolvency",41
"1966","Bahrain","Middle East and Northern Africa","Resolving.Insolvency",90
"1967","Greece","Western Europe","Resolving.Insolvency",57
"1968","Vietnam","Southeastern Asia","Resolving.Insolvency",129
"1969","Morocco","Middle East and Northern Africa","Resolving.Insolvency",134
"1970","Jamaica","Latin America and Caribbean","Resolving.Insolvency",35
"1971","Oman","Middle East and Northern Africa","Resolving.Insolvency",98
"1972","Indonesia","Southeastern Asia","Resolving.Insolvency",38
"1973","El Salvador","Latin America and Caribbean","Resolving.Insolvency",84
"1974","Uzbekistan","Central and Eastern Europe","Resolving.Insolvency",87
"1975","Bhutan","Southern Asia","Resolving.Insolvency",168
"1976","Ukraine","Central and Eastern Europe","Resolving.Insolvency",149
"1977","Kyrgyz Republic",NA,"Resolving.Insolvency",119
"1978","China","Eastern Asia","Resolving.Insolvency",56
"1979","Panama","Latin America and Caribbean","Resolving.Insolvency",107
"1980","Kenya","Sub-Saharan Africa","Resolving.Insolvency",95
"1981","Botswana","Sub-Saharan Africa","Resolving.Insolvency",79
"1982","South Africa","Sub-Saharan Africa","Resolving.Insolvency",55
"1983","Qatar","Middle East and Northern Africa","Resolving.Insolvency",116
"1984","Malta","Western Europe","Resolving.Insolvency",117
"1985","Zambia","Sub-Saharan Africa","Resolving.Insolvency",89
"1986","Bosnia and Herzegovina","Central and Eastern Europe","Resolving.Insolvency",40
"1987","Samoa",NA,"Resolving.Insolvency",137
"1988","Tunisia","Middle East and Northern Africa","Resolving.Insolvency",63
"1989","Tonga",NA,"Resolving.Insolvency",136
"1990","Vanuatu",NA,"Resolving.Insolvency",96
"1991","St. Lucia",NA,"Resolving.Insolvency",127
"1992","Saudi Arabia","Middle East and Northern Africa","Resolving.Insolvency",168
"1993","San Marino",NA,"Resolving.Insolvency",109
"1994","Uruguay","Latin America and Caribbean","Resolving.Insolvency",66
"1995","Seychelles",NA,"Resolving.Insolvency",67
"1996","Kuwait","Middle East and Northern Africa","Resolving.Insolvency",110
"1997","Guatemala","Latin America and Caribbean","Resolving.Insolvency",153
"1998","Dominica",NA,"Resolving.Insolvency",132
"1999","Dominican Republic","Latin America and Caribbean","Resolving.Insolvency",121
"2000","India","Southern Asia","Resolving.Insolvency",103
"2001","Fiji",NA,"Resolving.Insolvency",92
"2002","Trinidad and Tobago","Latin America and Caribbean","Resolving.Insolvency",72
"2003","Jordan","Middle East and Northern Africa","Resolving.Insolvency",146
"2004","Lesotho","Sub-Saharan Africa","Resolving.Insolvency",124
"2005","Nepal","Southern Asia","Resolving.Insolvency",76
"2006","Namibia",NA,"Resolving.Insolvency",123
"2007","Antigua and Barbuda",NA,"Resolving.Insolvency",128
"2008","Paraguay","Latin America and Caribbean","Resolving.Insolvency",100
"2009","Papua New Guinea",NA,"Resolving.Insolvency",141
"2010","Malawi","Sub-Saharan Africa","Resolving.Insolvency",138
"2011","Sri Lanka","Southern Asia","Resolving.Insolvency",88
"2012","Swaziland","Sub-Saharan Africa","Resolving.Insolvency",114
"2013","Philippines","Southeastern Asia","Resolving.Insolvency",59
"2014","West Bank and Gaza",NA,"Resolving.Insolvency",168
"2015","Honduras","Latin America and Caribbean","Resolving.Insolvency",142
"2016","Solomon Islands",NA,"Resolving.Insolvency",143
"2017","Argentina","Latin America and Caribbean","Resolving.Insolvency",101
"2018","Ecuador","Latin America and Caribbean","Resolving.Insolvency",157
"2019","Bahamas, The",NA,"Resolving.Insolvency",64
"2020","Ghana","Sub-Saharan Africa","Resolving.Insolvency",158
"2021","Belize",NA,"Resolving.Insolvency",83
"2022","Uganda","Sub-Saharan Africa","Resolving.Insolvency",113
"2023","Tajikistan","Central and Eastern Europe","Resolving.Insolvency",148
"2024","Iran, Islamic Rep.",NA,"Resolving.Insolvency",160
"2025","Brazil","Latin America and Caribbean","Resolving.Insolvency",80
"2026","Guyana",NA,"Resolving.Insolvency",162
"2027","Cabo Verde",NA,"Resolving.Insolvency",168
"2028","Egypt, Arab Rep.",NA,"Resolving.Insolvency",115
"2029","St. Vincent and the Grenadines",NA,"Resolving.Insolvency",168
"2030","Palau",NA,"Resolving.Insolvency",166
"2031","Nicaragua","Latin America and Caribbean","Resolving.Insolvency",102
"2032","Barbados",NA,"Resolving.Insolvency",34
"2033","Lebanon","Middle East and Northern Africa","Resolving.Insolvency",147
"2034","St. Kitts and Nevis",NA,"Resolving.Insolvency",168
"2035","Cambodia","Southeastern Asia","Resolving.Insolvency",74
"2036","Maldives",NA,"Resolving.Insolvency",139
"2037","Tanzania","Sub-Saharan Africa","Resolving.Insolvency",108
"2038","Mozambique","Sub-Saharan Africa","Resolving.Insolvency",75
"2039","Côte d'Ivoire",NA,"Resolving.Insolvency",77
"2040","Senegal","Sub-Saharan Africa","Resolving.Insolvency",91
"2041","Lao PDR",NA,"Resolving.Insolvency",168
"2042","Grenada",NA,"Resolving.Insolvency",168
"2043","Mali","Sub-Saharan Africa","Resolving.Insolvency",94
"2044","Niger","Sub-Saharan Africa","Resolving.Insolvency",112
"2045","Nigeria","Sub-Saharan Africa","Resolving.Insolvency",145
"2046","Gambia, The",NA,"Resolving.Insolvency",130
"2047","Pakistan","Southern Asia","Resolving.Insolvency",82
"2048","Burkina Faso","Sub-Saharan Africa","Resolving.Insolvency",104
"2049","Marshall Islands",NA,"Resolving.Insolvency",167
"2050","Mauritania","Sub-Saharan Africa","Resolving.Insolvency",168
"2051","Benin","Sub-Saharan Africa","Resolving.Insolvency",105
"2052","Bolivia","Latin America and Caribbean","Resolving.Insolvency",99
"2053","Guinea","Sub-Saharan Africa","Resolving.Insolvency",111
"2054","Djibouti","Sub-Saharan Africa","Resolving.Insolvency",73
"2055","Micronesia, Fed. Sts.",NA,"Resolving.Insolvency",119
"2056","Togo","Sub-Saharan Africa","Resolving.Insolvency",81
"2057","Kiribati",NA,"Resolving.Insolvency",168
"2058","Comoros","Sub-Saharan Africa","Resolving.Insolvency",168
"2059","Zimbabwe","Sub-Saharan Africa","Resolving.Insolvency",155
"2060","Sierra Leone","Sub-Saharan Africa","Resolving.Insolvency",159
"2061","Ethiopia","Sub-Saharan Africa","Resolving.Insolvency",122
"2062","Madagascar","Sub-Saharan Africa","Resolving.Insolvency",133
"2063","Cameroon","Sub-Saharan Africa","Resolving.Insolvency",125
"2064","Burundi","Sub-Saharan Africa","Resolving.Insolvency",144
"2065","Suriname","Latin America and Caribbean","Resolving.Insolvency",135
"2066","Algeria","Middle East and Northern Africa","Resolving.Insolvency",71
"2067","Gabon","Sub-Saharan Africa","Resolving.Insolvency",126
"2068","Iraq","Middle East and Northern Africa","Resolving.Insolvency",168
"2069","São Tomé and Príncipe",NA,"Resolving.Insolvency",168
"2070","Sudan","Sub-Saharan Africa","Resolving.Insolvency",154
"2071","Myanmar","Southeastern Asia","Resolving.Insolvency",164
"2072","Liberia","Sub-Saharan Africa","Resolving.Insolvency",106
"2073","Equatorial Guinea",NA,"Resolving.Insolvency",168
"2074","Syrian Arab Republic",NA,"Resolving.Insolvency",163
"2075","Angola","Sub-Saharan Africa","Resolving.Insolvency",168
"2076","Guinea-Bissau",NA,"Resolving.Insolvency",168
"2077","Bangladesh","Southern Asia","Resolving.Insolvency",152
"2078","Timor-Leste",NA,"Resolving.Insolvency",168
"2079","Congo, Rep.",NA,"Resolving.Insolvency",118
"2080","Chad","Sub-Saharan Africa","Resolving.Insolvency",150
"2081","Haiti","Latin America and Caribbean","Resolving.Insolvency",168
"2082","Congo, Dem. Rep.",NA,"Resolving.Insolvency",168
"2083","Afghanistan","Southern Asia","Resolving.Insolvency",161
"2084","Central African Republic","Sub-Saharan Africa","Resolving.Insolvency",150
"2085","Libya","Middle East and Northern Africa","Resolving.Insolvency",168
"2086","Yemen, Rep.",NA,"Resolving.Insolvency",156
"2087","South Sudan",NA,"Resolving.Insolvency",168
"2088","Venezuela, RB",NA,"Resolving.Insolvency",165
"2089","Eritrea",NA,"Resolving.Insolvency",168
"2090","Somalia",NA,"Resolving.Insolvency",168
