"","Economy","Region","Parameter","Rank"
"1856","San Marino","1","Enforcing.Contracts",78
"1857","Pakistan","Sub-Saharan Africa","Enforcing.Contracts",156
"1858","Burkina Faso","Sub-Saharan Africa","Enforcing.Contracts",163
"1859","São Tomé and Príncipe","1","Enforcing.Contracts",185
"1860","Mauritania","Sub-Saharan Africa","Enforcing.Contracts",65
"1861","Benin","Sub-Saharan Africa","Enforcing.Contracts",170
"1862","Bolivia","Sub-Saharan Africa","Enforcing.Contracts",109
"1863","Guinea","Southern Asia","Enforcing.Contracts",117
"1864","Seychelles","1","Enforcing.Contracts",130
"1865","Slovakia","Sub-Saharan Africa","Enforcing.Contracts",84
"1866","Togo","Middle East and Northern Africa","Enforcing.Contracts",143
"1867","Solomon Islands","1","Enforcing.Contracts",156
"1868","Somalia","1","Enforcing.Contracts",110
"1869","Zimbabwe",NA,"Enforcing.Contracts",166
"1870","Sierra Leone",NA,"Enforcing.Contracts",100
"1871","Ethiopia",NA,"Enforcing.Contracts",68
"1872","Madagascar",NA,"Enforcing.Contracts",158
"1873","Cameroon",NA,"Enforcing.Contracts",162
"1874","Burundi",NA,"Enforcing.Contracts",150
"1875","South Sudan","1","Enforcing.Contracts",81
"1876","Algeria",NA,"Enforcing.Contracts",103
"1877","Gabon",NA,"Enforcing.Contracts",178
"1878","Iraq",NA,"Enforcing.Contracts",144
"1879","St. Kitts and Nevis","1","Enforcing.Contracts",50
"1880","Sudan",NA,"Enforcing.Contracts",146
"1881","Myanmar",NA,"Enforcing.Contracts",188
"1882","Liberia",NA,"Enforcing.Contracts",174
"1883","St. Lucia","1","Enforcing.Contracts",71
"1884","St. Vincent and the Grenadines","1","Enforcing.Contracts",53
"1885","Angola",NA,"Enforcing.Contracts",186
"1886","Suriname",NA,"Enforcing.Contracts",187
"1887","Bangladesh",NA,"Enforcing.Contracts",189
"1888","Swaziland",NA,"Enforcing.Contracts",169
"1889","Syria",NA,"Enforcing.Contracts",161
"1890","Chad",NA,"Enforcing.Contracts",154
"1891","Haiti",NA,"Enforcing.Contracts",125
"1892","Taiwan",NA,"Enforcing.Contracts",10
"1893","Afghanistan",NA,"Enforcing.Contracts",181
"1894","Timor-Leste","1","Enforcing.Contracts",190
"1895","Libya",NA,"Enforcing.Contracts",141
"1896","Tonga","1","Enforcing.Contracts",94
"1897","Vanuatu","1","Enforcing.Contracts",135
"1898","Venezuela",NA,"Enforcing.Contracts",147
"1899","West Bank and Gaza","1","Enforcing.Contracts",124
"1900","Yemen",NA,"Enforcing.Contracts",140
"1901","New Zealand","Western Europe","Resolving.Insolvency",32
"1902","Singapore","Western Europe","Resolving.Insolvency",27
"1903","Denmark","Western Europe","Resolving.Insolvency",7
"1904","Antigua and Barbuda","1","Resolving.Insolvency",128
"1905","Bahamas, The","1","Resolving.Insolvency",64
"1906","United States","Western Europe","Resolving.Insolvency",3
"1907","United Kingdom","Western Europe","Resolving.Insolvency",14
"1908","Norway","Western Europe","Resolving.Insolvency",6
"1909","Georgia","Australia and New Zealand","Resolving.Insolvency",57
"1910","Sweden","Australia and New Zealand","Resolving.Insolvency",16
"1911","Barbados","1","Resolving.Insolvency",34
"1912","Estonia","Latin America and Caribbean","Resolving.Insolvency",44
"1913","Finland","Western Europe","Resolving.Insolvency",2
"1914","Australia","Latin America and Caribbean","Resolving.Insolvency",18
"1915","Belize","1","Resolving.Insolvency",83
"1916","Lithuania","Latin America and Caribbean","Resolving.Insolvency",70
"1917","Ireland","Western Europe","Resolving.Insolvency",17
"1918","Canada","Western Europe","Resolving.Insolvency",11
"1919","Latvia","Western Europe","Resolving.Insolvency",53
"1920","Germany","Middle East and Northern Africa","Resolving.Insolvency",4
"1921","United Arab Emirates","Western Europe","Resolving.Insolvency",69
"1922","Austria","Middle East and Northern Africa","Resolving.Insolvency",23
"1923","Iceland","Latin America and Caribbean","Resolving.Insolvency",13
"1924","Malaysia","Southeastern Asia","Resolving.Insolvency",46
"1925","Mauritius","Latin America and Caribbean","Resolving.Insolvency",36
"1926","Thailand","Western Europe","Resolving.Insolvency",26
"1927","Poland","Latin America and Caribbean","Resolving.Insolvency",22
"1928","Spain","Middle East and Northern Africa","Resolving.Insolvency",19
"1929","Portugal","Western Europe","Resolving.Insolvency",15
"1930","Czech Republic","Latin America and Caribbean","Resolving.Insolvency",25
"1931","France","Central and Eastern Europe","Resolving.Insolvency",28
"1932","Netherlands","Latin America and Caribbean","Resolving.Insolvency",8
"1933","Switzerland","Latin America and Caribbean","Resolving.Insolvency",45
"1934","Japan","Southeastern Asia","Resolving.Insolvency",1
"1935","Brunei Darussalam","1","Resolving.Insolvency",60
"1936","Kazakhstan","Western Europe","Resolving.Insolvency",39
"1937","Slovenia","Western Europe","Resolving.Insolvency",10
"1938","Belarus","Eastern Asia","Resolving.Insolvency",68
"1939","Cabo Verde","1","Resolving.Insolvency",168
"1940","Kosovo","Latin America and Caribbean","Resolving.Insolvency",49
"1941","Rwanda","Latin America and Caribbean","Resolving.Insolvency",78
"1942","Montenegro","Latin America and Caribbean","Resolving.Insolvency",37
"1943","Serbia","Latin America and Caribbean","Resolving.Insolvency",48
"1944","Moldova","Central and Eastern Europe","Resolving.Insolvency",65
"1945","Romania","Central and Eastern Europe","Resolving.Insolvency",51
"1946","Italy","Eastern Asia","Resolving.Insolvency",24
"1947","Armenia","Eastern Asia","Resolving.Insolvency",97
"1948","Hungary","Latin America and Caribbean","Resolving.Insolvency",62
"1949","Mexico","Middle East and Northern Africa","Resolving.Insolvency",31
"1950","Bulgaria","Western Europe","Resolving.Insolvency",50
"1951","Croatia","Latin America and Caribbean","Resolving.Insolvency",60
"1952","Belgium","Central and Eastern Europe","Resolving.Insolvency",11
"1953","Cyprus","Latin America and Caribbean","Resolving.Insolvency",21
"1954","Israel","Central and Eastern Europe","Resolving.Insolvency",29
"1955","Chile","Central and Eastern Europe","Resolving.Insolvency",52
"1956","Central African Republic","Central and Eastern Europe","Resolving.Insolvency",150
"1957","Azerbaijan","Latin America and Caribbean","Resolving.Insolvency",47
"1958","Peru","Latin America and Caribbean","Resolving.Insolvency",84
"1959","Colombia","Central and Eastern Europe","Resolving.Insolvency",33
"1960","Turkey","Central and Eastern Europe","Resolving.Insolvency",139
"1961","Costa Rica","Southeastern Asia","Resolving.Insolvency",131
"1962","Mongolia","Central and Eastern Europe","Resolving.Insolvency",93
"1963","Luxembourg","Middle East and Northern Africa","Resolving.Insolvency",86
"1964","Comoros","Central and Eastern Europe","Resolving.Insolvency",168
"1965","Albania","Latin America and Caribbean","Resolving.Insolvency",41
"1966","Bahrain","Western Europe","Resolving.Insolvency",90
"1967","Greece","Western Europe","Resolving.Insolvency",57
"1968","Vietnam","Middle East and Northern Africa","Resolving.Insolvency",129
"1969","Morocco","Central and Eastern Europe","Resolving.Insolvency",134
"1970","Jamaica","Central and Eastern Europe","Resolving.Insolvency",35
"1971","Congo (Brazzaville)","Sub-Saharan Africa","Resolving.Insolvency",118
"1972","Indonesia","Eastern Asia","Resolving.Insolvency",38
"1973","El Salvador","Central and Eastern Europe","Resolving.Insolvency",84
"1974","Uzbekistan","Southeastern Asia","Resolving.Insolvency",87
"1975","Bhutan","Southeastern Asia","Resolving.Insolvency",168
"1976","Ukraine","Middle East and Northern Africa","Resolving.Insolvency",149
"1977","Congo (Kinshasa)","Central and Eastern Europe","Resolving.Insolvency",168
"1978","China","Sub-Saharan Africa","Resolving.Insolvency",56
"1979","Panama","Southern Asia","Resolving.Insolvency",107
"1980","Kenya","Central and Eastern Europe","Resolving.Insolvency",95
"1981","Botswana","Southern Asia","Resolving.Insolvency",79
"1982","South Africa","Middle East and Northern Africa","Resolving.Insolvency",55
"1983","Qatar","Central and Eastern Europe","Resolving.Insolvency",116
"1984","Malta","Eastern Asia","Resolving.Insolvency",117
"1985","Zambia","Sub-Saharan Africa","Resolving.Insolvency",89
"1986","Bosnia and Herzegovina","Central and Eastern Europe","Resolving.Insolvency",40
"1987","Djibouti","Central and Eastern Europe","Resolving.Insolvency",73
"1988","Tunisia","Western Europe","Resolving.Insolvency",63
"1989","Dominica","1","Resolving.Insolvency",132
"1990","Egypt","Southeastern Asia","Resolving.Insolvency",115
"1991","Equatorial Guinea","1","Resolving.Insolvency",168
"1992","Saudi Arabia","Middle East and Northern Africa","Resolving.Insolvency",168
"1993","Eritrea","1","Resolving.Insolvency",168
"1994","Uruguay","Sub-Saharan Africa","Resolving.Insolvency",66
"1995","Fiji","1","Resolving.Insolvency",92
"1996","Kuwait","Central and Eastern Europe","Resolving.Insolvency",110
"1997","Guatemala","Sub-Saharan Africa","Resolving.Insolvency",153
"1998","Gambia, The","1","Resolving.Insolvency",130
"1999","Dominican Republic","Southeastern Asia","Resolving.Insolvency",121
"2000","India","Eastern Asia","Resolving.Insolvency",103
"2001","Grenada","1","Resolving.Insolvency",168
"2002","Trinidad and Tobago","Western Europe","Resolving.Insolvency",72
"2003","Jordan","Middle East and Northern Africa","Resolving.Insolvency",146
"2004","Guinea-Bissau","1","Resolving.Insolvency",168
"2005","Nepal","Latin America and Caribbean","Resolving.Insolvency",76
"2006","Guyana","1","Resolving.Insolvency",162
"2007","Hong Kong","Middle East and Northern Africa","Resolving.Insolvency",43
"2008","Paraguay","Middle East and Northern Africa","Resolving.Insolvency",100
"2009","Iran","Southern Asia","Resolving.Insolvency",160
"2010","Malawi","Middle East and Northern Africa","Resolving.Insolvency",138
"2011","Sri Lanka","Central and Eastern Europe","Resolving.Insolvency",88
"2012","Ivory Coast","Middle East and Northern Africa","Resolving.Insolvency",77
"2013","Philippines","Sub-Saharan Africa","Resolving.Insolvency",59
"2014","Kiribati","1","Resolving.Insolvency",168
"2015","Honduras","Sub-Saharan Africa","Resolving.Insolvency",142
"2016","South Korea","Sub-Saharan Africa","Resolving.Insolvency",5
"2017","Argentina","Southern Asia","Resolving.Insolvency",101
"2018","Ecuador","Sub-Saharan Africa","Resolving.Insolvency",157
"2019","Kyrgyzstan","Latin America and Caribbean","Resolving.Insolvency",119
"2020","Ghana","Sub-Saharan Africa","Resolving.Insolvency",158
"2021","Lao PDR","1","Resolving.Insolvency",168
"2022","Uganda","Sub-Saharan Africa","Resolving.Insolvency",113
"2023","Tajikistan","Sub-Saharan Africa","Resolving.Insolvency",148
"2024","Lesotho","Sub-Saharan Africa","Resolving.Insolvency",124
"2025","Brazil","Sub-Saharan Africa","Resolving.Insolvency",80
"2026","Macedonia","Sub-Saharan Africa","Resolving.Insolvency",30
"2027","Maldives","1","Resolving.Insolvency",139
"2028","Marshall Islands","1","Resolving.Insolvency",167
"2029","Micronesia, Fed. Sts.","1","Resolving.Insolvency",119
"2030","Mozambique","Central and Eastern Europe","Resolving.Insolvency",75
"2031","Nicaragua","Sub-Saharan Africa","Resolving.Insolvency",102
"2032","Namibia","1","Resolving.Insolvency",123
"2033","Lebanon","Sub-Saharan Africa","Resolving.Insolvency",147
"2034","Oman","Central and Eastern Europe","Resolving.Insolvency",98
"2035","Cambodia","Middle East and Northern Africa","Resolving.Insolvency",74
"2036","Palau","1","Resolving.Insolvency",166
"2037","Tanzania","Sub-Saharan Africa","Resolving.Insolvency",108
"2038","Papua New Guinea","1","Resolving.Insolvency",141
"2039","Puerto Rico (U.S.)","1","Resolving.Insolvency",9
"2040","Senegal","Sub-Saharan Africa","Resolving.Insolvency",91
"2041","Russia","Sub-Saharan Africa","Resolving.Insolvency",54
"2042","Samoa","1","Resolving.Insolvency",137
"2043","Mali","Sub-Saharan Africa","Resolving.Insolvency",94
"2044","Niger","Sub-Saharan Africa","Resolving.Insolvency",112
"2045","Nigeria","Southeastern Asia","Resolving.Insolvency",145
"2046","San Marino","1","Resolving.Insolvency",109
"2047","Pakistan","Sub-Saharan Africa","Resolving.Insolvency",82
"2048","Burkina Faso","Sub-Saharan Africa","Resolving.Insolvency",104
"2049","São Tomé and Príncipe","1","Resolving.Insolvency",168
"2050","Mauritania","Sub-Saharan Africa","Resolving.Insolvency",168
"2051","Benin","Sub-Saharan Africa","Resolving.Insolvency",105
"2052","Bolivia","Sub-Saharan Africa","Resolving.Insolvency",99
"2053","Guinea","Southern Asia","Resolving.Insolvency",111
"2054","Seychelles","1","Resolving.Insolvency",67
"2055","Slovakia","Sub-Saharan Africa","Resolving.Insolvency",42
"2056","Togo","Middle East and Northern Africa","Resolving.Insolvency",81
"2057","Solomon Islands","1","Resolving.Insolvency",143
"2058","Somalia","1","Resolving.Insolvency",168
"2059","Zimbabwe",NA,"Resolving.Insolvency",155
"2060","Sierra Leone",NA,"Resolving.Insolvency",159
"2061","Ethiopia",NA,"Resolving.Insolvency",122
"2062","Madagascar",NA,"Resolving.Insolvency",133
"2063","Cameroon",NA,"Resolving.Insolvency",125
"2064","Burundi",NA,"Resolving.Insolvency",144
"2065","South Sudan","1","Resolving.Insolvency",168
"2066","Algeria",NA,"Resolving.Insolvency",71
"2067","Gabon",NA,"Resolving.Insolvency",126
"2068","Iraq",NA,"Resolving.Insolvency",168
"2069","St. Kitts and Nevis","1","Resolving.Insolvency",168
"2070","Sudan",NA,"Resolving.Insolvency",154
"2071","Myanmar",NA,"Resolving.Insolvency",164
"2072","Liberia",NA,"Resolving.Insolvency",106
"2073","St. Lucia","1","Resolving.Insolvency",127
"2074","St. Vincent and the Grenadines","1","Resolving.Insolvency",168
"2075","Angola",NA,"Resolving.Insolvency",168
"2076","Suriname",NA,"Resolving.Insolvency",135
"2077","Bangladesh",NA,"Resolving.Insolvency",152
"2078","Swaziland",NA,"Resolving.Insolvency",114
"2079","Syria",NA,"Resolving.Insolvency",163
"2080","Chad",NA,"Resolving.Insolvency",150
"2081","Haiti",NA,"Resolving.Insolvency",168
"2082","Taiwan",NA,"Resolving.Insolvency",20
"2083","Afghanistan",NA,"Resolving.Insolvency",161
"2084","Timor-Leste","1","Resolving.Insolvency",168
"2085","Libya",NA,"Resolving.Insolvency",168
"2086","Tonga","1","Resolving.Insolvency",136
"2087","Vanuatu","1","Resolving.Insolvency",96
"2088","Venezuela",NA,"Resolving.Insolvency",165
"2089","West Bank and Gaza","1","Resolving.Insolvency",168
"2090","Yemen",NA,"Resolving.Insolvency",156
